Niveau,Leçon,Titre_Leçon,Position,Forme_JP,Traduction_EN,Traduction_FR,URL_EN,URL_FR,URL_JA
N2,Leçon 9,Étendues et Intervalles,4/26,弱（じゃく）,"Just less than, Slightly less than",Légèrement moins que,https://bunpro.jp/grammar_points/%E5%BC%B1,https://bunpro.jp/fr/grammar_points/%E5%BC%B1,https://bunpro.jp/ja/grammar_points/%E5%BC%B1
N2,Leçon 9,Étendues et Intervalles,5/26,強（きょう）,"Just more than, Slightly more than",Légèrement plus que,https://bunpro.jp/grammar_points/%E5%BC%B7,https://bunpro.jp/fr/grammar_points/%E5%BC%B7,https://bunpro.jp/ja/grammar_points/%E5%BC%B7
N2,Leçon 9,Étendues et Intervalles,6/26,及び,"And, As well as","Et, Ainsi que",https://bunpro.jp/grammar_points/%E3%81%8A%E3%82%88%E3%81%B3,https://bunpro.jp/fr/grammar_points/%E3%81%8A%E3%82%88%E3%81%B3,https://bunpro.jp/ja/grammar_points/%E3%81%8A%E3%82%88%E3%81%B3
N2,Leçon 9,Étendues et Intervalles,7/26,忽ち,"Immediately, Suddenly, In a moment","Immédiatement, Soudainement",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%A1%E3%81%BE%E3%81%A1,https://bunpro.jp/fr/grammar_points/%E3%81%9F%E3%81%A1%E3%81%BE%E3%81%A1,https://bunpro.jp/ja/grammar_points/%E3%81%9F%E3%81%A1%E3%81%BE%E3%81%A1
N2,Leçon 9,Étendues et Intervalles,8/26,いきなり,"Suddenly, All of a sudden","Soudainement, Sans prévenir",https://bunpro.jp/grammar_points/%E3%81%84%E3%81%8D%E3%81%AA%E3%82%8A,https://bunpro.jp/fr/grammar_points/%E3%81%84%E3%81%8D%E3%81%AA%E3%82%8A,https://bunpro.jp/ja/grammar_points/%E3%81%84%E3%81%8D%E3%81%AA%E3%82%8A
N2,Leçon 9,Étendues et Intervalles,9/26,といった,"Such as, Like","Tel que, Comme",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%A3%E3%81%9F,https://bunpro.jp/fr/grammar_points/%E3%81%A8%E3%81%84%E3%81%A3%E3%81%9F,https://bunpro.jp/ja/grammar_points/%E3%81%A8%E3%81%84%E3%81%A3%E3%81%9F
N2,Leçon 9,Étendues et Intervalles,10/26,を込めて,"Full of, Filled with","Plein de, Rempli de",https://bunpro.jp/grammar_points/%E3%82%92%E8%BE%BC%E3%82%81%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%82%92%E8%BE%BC%E3%82%81%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%82%92%E8%BE%BC%E3%82%81%E3%81%A6
N2,Leçon 9,Étendues et Intervalles,11/26,に加えて,"Not only but also, In addition",Non seulement... mais aussi,https://bunpro.jp/grammar_points/%E3%81%AB%E5%8A%A0%E3%81%88%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E5%8A%A0%E3%81%88%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E5%8A%A0%E3%81%88%E3%81%A6
N2,Leçon 9,Étendues et Intervalles,12/26,何から何まで,"Everything, From A to Z","Tout, De A à Z",https://bunpro.jp/grammar_points/%E4%BD%95%E3%81%8B%E3%82%89%E4%BD%95%E3%81%BE%E3%81%A7,https://bunpro.jp/fr/grammar_points/%E4%BD%95%E3%81%8B%E3%82%89%E4%BD%95%E3%81%BE%E3%81%A7,https://bunpro.jp/ja/grammar_points/%E4%BD%95%E3%81%8B%E3%82%89%E4%BD%95%E3%81%BE%E3%81%A7
N2,Leçon 9,Étendues et Intervalles,13/26,は別として,"Apart from, (Setting) aside","À part, Mis à part",https://bunpro.jp/grammar_points/%E3%81%AF%E5%88%A5%E3%81%A8%E3%81%97%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%81%AF%E5%88%A5%E3%81%A8%E3%81%97%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%81%AF%E5%88%A5%E3%81%A8%E3%81%97%E3%81%A6
N2,Leçon 9,Étendues et Intervalles,14/26,だけに,"As expected, All the more","Comme on s'y attendait, D'autant plus",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%91%E3%81%AB,https://bunpro.jp/fr/grammar_points/%E3%81%A0%E3%81%91%E3%81%AB,https://bunpro.jp/ja/grammar_points/%E3%81%A0%E3%81%91%E3%81%AB
N2,Leçon 9,Étendues et Intervalles,15/26,だけは,As much as one could,Faire tout ce qu'on peut,https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%91%E3%81%AF,https://bunpro.jp/fr/grammar_points/%E3%81%A0%E3%81%91%E3%81%AF,https://bunpro.jp/ja/grammar_points/%E3%81%A0%E3%81%91%E3%81%AF
N2,Leçon 9,Étendues et Intervalles,16/26,だけあって,"Because, As might be expected","C'est tout naturel, Étant donné que",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%91%E3%81%82%E3%81%A3%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%81%A0%E3%81%91%E3%81%82%E3%81%A3%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%81%A0%E3%81%91%E3%81%82%E3%81%A3%E3%81%A6
N2,Leçon 9,Étendues et Intervalles,17/26,何より,"Above all else, Most, Best","Avant tout, Plus que tout",https://bunpro.jp/grammar_points/%E4%BD%95%E3%82%88%E3%82%8A,https://bunpro.jp/fr/grammar_points/%E4%BD%95%E3%82%88%E3%82%8A,https://bunpro.jp/ja/grammar_points/%E4%BD%95%E3%82%88%E3%82%8A
N2,Leçon 9,Étendues et Intervalles,18/26,何と言っても,"By any account, No doubt",Quoi qu'on dise,https://bunpro.jp/grammar_points/%E4%BD%95%E3%81%A8%E3%81%84%E3%81%A3%E3%81%A6%E3%82%82,https://bunpro.jp/fr/grammar_points/%E4%BD%95%E3%81%A8%E3%81%84%E3%81%A3%E3%81%A6%E3%82%82,https://bunpro.jp/ja/grammar_points/%E4%BD%95%E3%81%A8%E3%81%84%E3%81%A3%E3%81%A6%E3%82%82
N2,Leçon 9,Étendues et Intervalles,19/26,か何か,"Or something, Something like that",Ou quelque chose comme ça,https://bunpro.jp/grammar_points/%E3%81%8B%E4%BD%95%E3%81%8B,https://bunpro.jp/fr/grammar_points/%E3%81%8B%E4%BD%95%E3%81%8B,https://bunpro.jp/ja/grammar_points/%E3%81%8B%E4%BD%95%E3%81%8B
N2,Leçon 9,Étendues et Intervalles,20/26,てならない,"Very, Extremely, Can't help but","Extrêmement, Ne peut s'empêcher de",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84
N2,Leçon 9,Étendues et Intervalles,21/26,のみ,Only (formal),Seulement (formel),https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%BF,https://bunpro.jp/fr/grammar_points/%E3%81%AE%E3%81%BF,https://bunpro.jp/ja/grammar_points/%E3%81%AE%E3%81%BF
N2,Leçon 9,Étendues et Intervalles,22/26,のみならず,"Not only but, What is more",Non seulement... mais,https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%BF%E3%81%AA%E3%82%89%E3%81%9A,https://bunpro.jp/fr/grammar_points/%E3%81%AE%E3%81%BF%E3%81%AA%E3%82%89%E3%81%9A,https://bunpro.jp/ja/grammar_points/%E3%81%AE%E3%81%BF%E3%81%AA%E3%82%89%E3%81%9A
N2,Leçon 9,Étendues et Intervalles,23/26,それなのに,"And yet, Despite this","Et pourtant, Malgré cela",https://bunpro.jp/grammar_points/%E3%81%9D%E3%82%8C%E3%81%AA%E3%81%AE%E3%81%AB,https://bunpro.jp/fr/grammar_points/%E3%81%9D%E3%82%8C%E3%81%AA%E3%81%AE%E3%81%AB,https://bunpro.jp/ja/grammar_points/%E3%81%9D%E3%82%8C%E3%81%AA%E3%81%AE%E3%81%AB
N2,Leçon 9,Étendues et Intervalles,24/26,いわゆる,"What is called, So-called","Ce qu'on appelle, Soi-disant",https://bunpro.jp/grammar_points/%E3%81%84%E3%82%8F%E3%82%86%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%84%E3%82%8F%E3%82%86%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%84%E3%82%8F%E3%82%86%E3%82%8B
N2,Leçon 9,Étendues et Intervalles,25/26,に過ぎない,"No more than, Just, Merely","Pas plus que, Seulement",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%99%E3%81%8E%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E3%81%99%E3%81%8E%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E3%81%99%E3%81%8E%E3%81%AA%E3%81%84
N2,Leçon 9,Étendues et Intervalles,26/26,も～ば～も,"…And…, Both ... and ...","Et...et..., À la fois...et...",https://bunpro.jp/grammar_points/%E3%82%82-%E3%81%B0-%E3%82%82,https://bunpro.jp/fr/grammar_points/%E3%82%82-%E3%81%B0-%E3%82%82,https://bunpro.jp/ja/grammar_points/%E3%82%82-%E3%81%B0-%E3%82%82
N2,Leçon 10,"Que ce soit, Peu importe",1/21,でしかない,"Merely, Nothing but, No more than","Simplement, Rien d'autre que",https://bunpro.jp/grammar_points/%E3%81%A7%E3%81%97%E3%81%8B%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%A7%E3%81%97%E3%81%8B%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%A7%E3%81%97%E3%81%8B%E3%81%AA%E3%81%84
N2,Leçon 10,"Que ce soit, Peu importe",2/21,てたまらない,"Can't help but, Very, Extremely","Ne peut s'empêcher de, Très",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%9F%E3%81%BE%E3%82%89%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%9F%E3%81%BE%E3%82%89%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%9F%E3%81%BE%E3%82%89%E3%81%AA%E3%81%84
N2,Leçon 10,"Que ce soit, Peu importe",3/21,にせよ,"Even if, No matter, Whether… or","Même si, Peu importe si",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%9B%E3%82%88-%E3%81%AB%E3%81%97%E3%82%8D,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E3%81%9B%E3%82%88-%E3%81%AB%E3%81%97%E3%82%8D,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E3%81%9B%E3%82%88-%E3%81%AB%E3%81%97%E3%82%8D
N2,Leçon 10,"Que ce soit, Peu importe",4/21,何しろ,"No wonder, After all, At any rate","Pas étonnant, Après tout",https://bunpro.jp/grammar_points/%E4%BD%95%E3%81%97%E3%82%8D,https://bunpro.jp/fr/grammar_points/%E4%BD%95%E3%81%97%E3%82%8D,https://bunpro.jp/ja/grammar_points/%E4%BD%95%E3%81%97%E3%82%8D
N2,Leçon 10,"Que ce soit, Peu importe",5/21,にしろ～にしろ,Whether… or,Que ce soit ~ ou ~,https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%97%E3%82%8D-%E3%81%AB%E3%81%97%E3%82%8D,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E3%81%97%E3%82%8D-%E3%81%AB%E3%81%97%E3%82%8D,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E3%81%97%E3%82%8D-%E3%81%AB%E3%81%97%E3%82%8D
N2,Leçon 10,"Que ce soit, Peu importe",6/21,は兎も角,"Setting aside, Apart from","Mis à part, Sans parler de",https://bunpro.jp/grammar_points/%E3%81%AF%E3%81%A8%E3%82%82%E3%81%8B%E3%81%8F,https://bunpro.jp/fr/grammar_points/%E3%81%AF%E3%81%A8%E3%82%82%E3%81%8B%E3%81%8F,https://bunpro.jp/ja/grammar_points/%E3%81%AF%E3%81%A8%E3%82%82%E3%81%8B%E3%81%8F
N2,Leçon 10,"Que ce soit, Peu importe",7/21,やら～やら,"Whether or, Things like",Que ce soit ~ ou ~,https://bunpro.jp/grammar_points/%E3%82%84%E3%82%89-%E3%82%84%E3%82%89,https://bunpro.jp/fr/grammar_points/%E3%82%84%E3%82%89-%E3%82%84%E3%82%89,https://bunpro.jp/ja/grammar_points/%E3%82%84%E3%82%89-%E3%82%84%E3%82%89
N2,Leçon 10,"Que ce soit, Peu importe",8/21,しかしながら,"However, Nevertheless, But","Cependant, Néanmoins",https://bunpro.jp/grammar_points/%E3%81%97%E3%81%8B%E3%81%97%E3%81%AA%E3%81%8C%E3%82%89,https://bunpro.jp/fr/grammar_points/%E3%81%97%E3%81%8B%E3%81%97%E3%81%AA%E3%81%8C%E3%82%89,https://bunpro.jp/ja/grammar_points/%E3%81%97%E3%81%8B%E3%81%97%E3%81%AA%E3%81%8C%E3%82%89
N2,Leçon 10,"Que ce soit, Peu importe",9/21,ことにはならない,Just because… doesn't mean…,Le fait que ~ ne veut pas dire,https://bunpro.jp/grammar_points/%E3%81%93%E3%81%A8%E3%81%AB%E3%81%AF%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%93%E3%81%A8%E3%81%AB%E3%81%AF%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%93%E3%81%A8%E3%81%AB%E3%81%AF%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84
N2,Leçon 10,"Que ce soit, Peu importe",10/21,だけのことはある,"No wonder, As expected","Ce n'est pas surprenant, Comme prévu",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%91%E3%81%AE%E3%81%93%E3%81%A8%E3%81%AF%E3%81%82%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%A0%E3%81%91%E3%81%AE%E3%81%93%E3%81%A8%E3%81%AF%E3%81%82%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%A0%E3%81%91%E3%81%AE%E3%81%93%E3%81%A8%E3%81%AF%E3%81%82%E3%82%8B
N2,Leçon 10,"Que ce soit, Peu importe",11/21,ては成らない,"Must not, Cannot, Should not","Ne doit pas, Ne peut pas",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%AF%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%AF%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%AF%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84
N2,Leçon 10,"Que ce soit, Peu importe",12/21,陸に～ない,"Not well or properly, Barely","Pas vraiment bien, À peine",https://bunpro.jp/grammar_points/%E9%99%B8%E3%81%AB-%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E9%99%B8%E3%81%AB-%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E9%99%B8%E3%81%AB-%E3%81%AA%E3%81%84
N2,Leçon 10,"Que ce soit, Peu importe",13/21,ては居られない,"Can't afford to, Unable to",Ne peut pas se permettre de,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%AF%E3%81%84%E3%82%89%E3%82%8C%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%AF%E3%81%84%E3%82%89%E3%82%8C%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%AF%E3%81%84%E3%82%89%E3%82%8C%E3%81%AA%E3%81%84
N2,Leçon 10,"Que ce soit, Peu importe",14/21,しかも,"Moreover, Furthermore","De plus, Qui plus est",https://bunpro.jp/grammar_points/%E3%81%97%E3%81%8B%E3%82%82,https://bunpro.jp/fr/grammar_points/%E3%81%97%E3%81%8B%E3%82%82,https://bunpro.jp/ja/grammar_points/%E3%81%97%E3%81%8B%E3%82%82
N2,Leçon 10,"Que ce soit, Peu importe",15/21,～てでも,"Even if I have to, By any means","Même s'il faut, Par tous les moyens",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%A7%E3%82%82,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%A7%E3%82%82,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%A7%E3%82%82
N2,Leçon 10,"Que ce soit, Peu importe",16/21,とも,"Even if, No matter","Même si, Quoi qu'il arrive",https://bunpro.jp/grammar_points/%E3%81%A8%E3%82%82,https://bunpro.jp/fr/grammar_points/%E3%81%A8%E3%82%82,https://bunpro.jp/ja/grammar_points/%E3%81%A8%E3%82%82
N2,Leçon 10,"Que ce soit, Peu importe",17/21,ない訳にはいかない,"Can't not, No way to avoid",Ne peut pas ne pas,https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%84%E3%82%8F%E3%81%91%E3%81%AB%E3%81%AF%E3%81%84%E3%81%8B%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%AA%E3%81%84%E3%82%8F%E3%81%91%E3%81%AB%E3%81%AF%E3%81%84%E3%81%8B%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%AA%E3%81%84%E3%82%8F%E3%81%91%E3%81%AB%E3%81%AF%E3%81%84%E3%81%8B%E3%81%AA%E3%81%84
N2,Leçon 10,"Que ce soit, Peu importe",18/21,という訳ではない,"It is not that, Doesn't mean that",Ce n'est pas que,https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E3%82%8F%E3%81%91%E3%81%A7%E3%81%AF%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E3%82%8F%E3%81%91%E3%81%A7%E3%81%AF%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E3%82%8F%E3%81%91%E3%81%A7%E3%81%AF%E3%81%AA%E3%81%84
N2,Leçon 10,"Que ce soit, Peu importe",19/21,のも尤もだ,"No wonder, Natural, Good reason",C'est tout naturel que,https://bunpro.jp/grammar_points/%E3%81%AE%E3%82%82%E3%82%82%E3%81%A3%E3%81%A8%E3%82%82%E3%81%A0,https://bunpro.jp/fr/grammar_points/%E3%81%AE%E3%82%82%E3%82%82%E3%81%A3%E3%81%A8%E3%82%82%E3%81%A0,https://bunpro.jp/ja/grammar_points/%E3%81%AE%E3%82%82%E3%82%82%E3%81%A3%E3%81%A8%E3%82%82%E3%81%A0
N2,Leçon 10,"Que ce soit, Peu importe",20/21,たって,"Even if, Even though","Même si, Même quand",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%A3%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%81%9F%E3%81%A3%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%81%9F%E3%81%A3%E3%81%A6
N2,Leçon 10,"Que ce soit, Peu importe",21/21,ならともかく,"If (A) sure, but (B) is not","Si (A) passe encore, mais (B)",https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%89%E3%81%A8%E3%82%82%E3%81%8B%E3%81%8F,https://bunpro.jp/fr/grammar_points/%E3%81%AA%E3%82%89%E3%81%A8%E3%82%82%E3%81%8B%E3%81%8F,https://bunpro.jp/ja/grammar_points/%E3%81%AA%E3%82%89%E3%81%A8%E3%82%82%E3%81%8B%E3%81%8F
N1,Leçon 1,Général,1/17,に至るまで,(Everything) from...to...,De...jusqu'à...,https://bunpro.jp/grammar_points/%E3%81%AB%E8%87%B3%E3%82%8B%E3%81%BE%E3%81%A7,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E8%87%B3%E3%82%8B%E3%81%BE%E3%81%A7,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E8%87%B3%E3%82%8B%E3%81%BE%E3%81%A7
N1,Leçon 1,Général,2/17,～たところで,Even if ~ cannot,Même si ~ ne peut pas,https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%A8%E3%81%93%E3%82%8D%E3%81%A7,https://bunpro.jp/fr/grammar_points/%E3%81%9F%E3%81%A8%E3%81%93%E3%82%8D%E3%81%A7,https://bunpro.jp/ja/grammar_points/%E3%81%9F%E3%81%A8%E3%81%93%E3%82%8D%E3%81%A7
N1,Leçon 1,Général,3/17,如く,"Like, Similar to, As if","Comme, Semblable à",https://bunpro.jp/grammar_points/%E5%A6%82%E3%81%8F-%E5%A6%82%E3%81%8D-%E5%A6%82%E3%81%97,https://bunpro.jp/fr/grammar_points/%E5%A6%82%E3%81%8F-%E5%A6%82%E3%81%8D-%E5%A6%82%E3%81%97,https://bunpro.jp/ja/grammar_points/%E5%A6%82%E3%81%8F-%E5%A6%82%E3%81%8D-%E5%A6%82%E3%81%97
N1,Leçon 1,Général,4/17,に足る,"To be worthy of, Enough","Digne de, Suffisant pour",https://bunpro.jp/grammar_points/%E3%81%AB%E8%B6%B3%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E8%B6%B3%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E8%B6%B3%E3%82%8B
N1,Leçon 1,Général,5/17,極まりない,"Extreme, Extremely","Extrême, Extrêmement",https://bunpro.jp/grammar_points/%E6%A5%B5%E3%81%BE%E3%82%8A%E3%81%AA%E3%81%84-%E6%A5%B5%E3%81%BE%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E6%A5%B5%E3%81%BE%E3%82%8A%E3%81%AA%E3%81%84-%E6%A5%B5%E3%81%BE%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E6%A5%B5%E3%81%BE%E3%82%8A%E3%81%AA%E3%81%84-%E6%A5%B5%E3%81%BE%E3%82%8B
N1,Leçon 1,Général,6/17,といえども,"Even (if), Although","Même si, Bien que",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%88%E3%81%A9%E3%82%82,https://bunpro.jp/fr/grammar_points/%E3%81%A8%E3%81%84%E3%81%88%E3%81%A9%E3%82%82,https://bunpro.jp/ja/grammar_points/%E3%81%A8%E3%81%84%E3%81%88%E3%81%A9%E3%82%82
N1,Leçon 1,Général,7/17,を以て,"By means of, With, By","Par le biais de, Avec",https://bunpro.jp/grammar_points/%E3%82%92%E4%BB%A5%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%82%92%E4%BB%A5%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%82%92%E4%BB%A5%E3%81%A6
N1,Leçon 1,Général,8/17,嫌いがある,Have a tendency to,Avoir tendance à,https://bunpro.jp/grammar_points/%E3%81%8D%E3%82%89%E3%81%84%E3%81%8C%E3%81%82%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%8D%E3%82%89%E3%81%84%E3%81%8C%E3%81%82%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%8D%E3%82%89%E3%81%84%E3%81%8C%E3%81%82%E3%82%8B
N1,Leçon 1,Général,9/17,ならまだしも,A is fine...but B is not,(A) passe encore...mais (B),https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%89%E3%81%BE%E3%81%A0%E3%81%97%E3%82%82,https://bunpro.jp/fr/grammar_points/%E3%81%AA%E3%82%89%E3%81%BE%E3%81%A0%E3%81%97%E3%82%82,https://bunpro.jp/ja/grammar_points/%E3%81%AA%E3%82%89%E3%81%BE%E3%81%A0%E3%81%97%E3%82%82
N1,Leçon 1,Général,10/17,までもない,"No need to, Do not have to",Il n'est pas nécessaire de,https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%A7%E3%82%82%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%BE%E3%81%A7%E3%82%82%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%BE%E3%81%A7%E3%82%82%E3%81%AA%E3%81%84
N1,Leçon 1,Général,11/17,となると,"When, If, Once, As","Quand, Si, Une fois que",https://bunpro.jp/grammar_points/%E3%81%A8%E3%82%82%E3%81%AA%E3%82%8B%E3%81%A8-%E3%81%AB%E3%82%82%E3%81%AA%E3%82%8B%E3%81%A8,https://bunpro.jp/fr/grammar_points/%E3%81%A8%E3%82%82%E3%81%AA%E3%82%8B%E3%81%A8-%E3%81%AB%E3%82%82%E3%81%AA%E3%82%8B%E3%81%A8,https://bunpro.jp/ja/grammar_points/%E3%81%A8%E3%82%82%E3%81%AA%E3%82%8B%E3%81%A8-%E3%81%AB%E3%82%82%E3%81%AA%E3%82%8B%E3%81%A8
N1,Leçon 1,Général,12/17,を良い事に,To take advantage of,Profiter de,https://bunpro.jp/grammar_points/%E3%82%92%E3%81%84%E3%81%84%E3%81%93%E3%81%A8%E3%81%AB,https://bunpro.jp/fr/grammar_points/%E3%82%92%E3%81%84%E3%81%84%E3%81%93%E3%81%A8%E3%81%AB,https://bunpro.jp/ja/grammar_points/%E3%82%92%E3%81%84%E3%81%84%E3%81%93%E3%81%A8%E3%81%AB
N1,Leçon 1,Général,13/17,如何,Depending on,"Selon, En fonction de",https://bunpro.jp/grammar_points/%E5%A6%82%E4%BD%95,https://bunpro.jp/fr/grammar_points/%E5%A6%82%E4%BD%95,https://bunpro.jp/ja/grammar_points/%E5%A6%82%E4%BD%95
N1,Leçon 1,Général,14/17,～るまでだ,"Just, Merely, Simply","Simplement, Seulement",https://bunpro.jp/grammar_points/%EF%BD%9E%E3%82%8B%E3%81%BE%E3%81%A7%E3%81%A0,https://bunpro.jp/fr/grammar_points/%EF%BD%9E%E3%82%8B%E3%81%BE%E3%81%A7%E3%81%A0,https://bunpro.jp/ja/grammar_points/%EF%BD%9E%E3%82%8B%E3%81%BE%E3%81%A7%E3%81%A0
N1,Leçon 1,Général,15/17,にあって,"At, In the situation of","Dans, En situation de",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%82%E3%81%A3%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E3%81%82%E3%81%A3%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E3%81%82%E3%81%A3%E3%81%A6
N1,Leçon 1,Général,16/17,を余儀なくされる,To be forced to do,Être contraint de faire,https://bunpro.jp/grammar_points/%E3%82%92%E4%BD%99%E5%84%80%E3%81%AA%E3%81%8F%E3%81%95%E3%82%8C%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%82%92%E4%BD%99%E5%84%80%E3%81%AA%E3%81%8F%E3%81%95%E3%82%8C%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%82%92%E4%BD%99%E5%84%80%E3%81%AA%E3%81%8F%E3%81%95%E3%82%8C%E3%82%8B
N1,Leçon 1,Général,17/17,とは,"That..., (Surprised) that...","Que..., (Surpris) que...",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%AF,https://bunpro.jp/fr/grammar_points/%E3%81%A8%E3%81%AF,https://bunpro.jp/ja/grammar_points/%E3%81%A8%E3%81%AF
N1,Leçon 2,Général,1/18,じゃあるまいし,You are not ~ so...,Tu n'es pas ~ alors...,https://bunpro.jp/grammar_points/%E3%81%98%E3%82%83%E3%81%82%E3%82%8B%E3%81%BE%E3%81%84%E3%81%97,https://bunpro.jp/fr/grammar_points/%E3%81%98%E3%82%83%E3%81%82%E3%82%8B%E3%81%BE%E3%81%84%E3%81%97,https://bunpro.jp/ja/grammar_points/%E3%81%98%E3%82%83%E3%81%82%E3%82%8B%E3%81%BE%E3%81%84%E3%81%97
